pair_id,left_article_id,right_article_id,left_publisher,right_publisher,left_url,right_url,left_title,right_title,left_description,right_description,similarity_evidence,predicted_relation,manual_relation,duplicate_family_id,review_notes
pair_bc74a344b375,3a1532ac13afe3f3,91582a78f8d4f749,vietnamnet.vn,tuoitre.vn,https://vietnamnet.vn/bat-khan-cap-7-doi-tuong-vu-lao-o-to-vao-dam-dong-truoc-quan-nhau-o-tphcm-2557127.html,https://tuoitre.vn/bat-khan-cap-7-nguoi-trong-vu-chay-o-to-tong-vao-dam-dong-tai-phuong-cho-quan-100260920212728296.htm,Bắt khẩn cấp 7 đối tượng vụ lao ô tô vào đám đông trước quán nhậu ở TPHCM,Bắt khẩn cấp 7 người trong vụ chạy ô tô tông vào đám đông tại phường Chợ Quán,"Công an TPHCM đã bắt khẩn cấp 7 người để điều tra vụ xô xát xảy ra trên đường Nguyễn Biểu, phường Chợ Quán, trong đó một người lái ô tô tông vào đám đông khiến một người bị thương.","Liên quan vụ nam thanh niên lái ô tô tông nhiều xe máy trước quán nhậu ở phường Chợ Quán, TP.HCM, đến nay Cơ quan Cảnh sát điều tra Công an TP.HCM đã bắt khẩn cấp 7 người để điều tra hành vi gây rối trật tự công cộng.",event_semantic_overlap_title_sim=0.68_desc_cont=0.37,SAME_EVENT_INDEPENDENT,,,Recall probe: cross-outlet candidate probing potential syndication boundary
pair_3833cc2cf1f6,5ddbb62d6f0330cc,0e70e48c287f0c3f,vietnamnet.vn,dantri.com.vn,https://vietnamnet.vn/clip-nhom-nguoi-hoa-trang-thay-tro-duong-tang-cuoi-ngua-di-bo-tren-lan-o-to-2557119.html,https://dantri.com.vn/thoi-su/xac-minh-clip-thay-tro-duong-tang-cuoi-ngua-vao-lan-o-to-o-tphcm-20260920171626354.htm,"Clip nhóm người hóa trang ‘thầy trò Đường Tăng’ cưỡi ngựa, đi bộ trên làn ô tô","Xác minh clip ""thầy trò Đường Tăng"" cưỡi ngựa vào làn ô tô ở TPHCM","Lực lượng chức năng TPHCM đang xác minh, làm rõ đoạn clip ghi lại cảnh một nhóm người hóa trang thành “thầy trò Đường Tăng”, cưỡi ngựa, đi bộ trên làn đường dành cho ô tô.","(Dân trí) - Nhóm người hóa trang thành các nhân vật trong phim Tây Du Ký thản nhiên cưỡi ngựa, đi bộ vào làn ô tô trên đường Phan Văn Khải (xã Tân An Hội, TPHCM).",event_semantic_overlap_title_sim=0.68_desc_cont=0.24,SAME_EVENT_INDEPENDENT,,,Recall probe: cross-outlet candidate probing potential syndication boundary
pair_232c2827a6af,91582a78f8d4f749,3d47510295fd069e,tuoitre.vn,dantri.com.vn,https://tuoitre.vn/bat-khan-cap-7-nguoi-trong-vu-chay-o-to-tong-vao-dam-dong-tai-phuong-cho-quan-100260920212728296.htm,https://dantri.com.vn/phap-luat/bat-khan-cap-7-doi-tuong-trong-vu-o-to-tong-nguoi-va-loat-xe-may-o-tphcm-20260920213428779.htm,Bắt khẩn cấp 7 người trong vụ chạy ô tô tông vào đám đông tại phường Chợ Quán,Bắt khẩn cấp 7 đối tượng trong vụ ô tô tông người và loạt xe máy ở TPHCM,"Liên quan vụ nam thanh niên lái ô tô tông nhiều xe máy trước quán nhậu ở phường Chợ Quán, TP.HCM, đến nay Cơ quan Cảnh sát điều tra Công an TP.HCM đã bắt khẩn cấp 7 người để điều tra hành vi gây rối trật tự công cộng.","(Dân trí) - Sau va chạm và cự cãi trước quán ăn ở phường Chợ Quán (TPHCM), nam tài xế lái ô tô tông thẳng vào nhóm người và loạt xe máy. Công an đã bắt khẩn cấp 7 đối tượng liên quan.",event_semantic_overlap_title_sim=0.67_desc_cont=0.34,SAME_EVENT_INDEPENDENT,,,Recall probe: cross-outlet candidate probing potential syndication boundary
pair_48f256f88de7,31c628c5d6fd6e3d,0c687d1098dc310c,vietnamnet.vn,dantri.com.vn,https://vietnamnet.vn/clip-nui-lo-dat-da-vui-lap-duong-vao-nhieu-ban-o-nghe-an-2551355.html,https://dantri.com.vn/thoi-su/can-canh-ca-mang-nui-do-xuong-nhu-thac-vui-lap-doan-duong-o-nghe-an-20260920162135344.htm,"Clip núi lở, đất đá vùi lấp đường vào nhiều bản ở Nghệ An",Cận cảnh cả mảng núi đổ xuống như thác vùi lấp đoạn đường ở Nghệ An,"Tình trạng sạt lở diễn biến phức tạp, đất đá vùi lấp đường liên bản tại xã Mường Lống (Nghệ An) khiến chính quyền địa phương phải khẩn trương có biện pháp ứng phó.","(Dân trí) - Vụ sạt lở núi tại xã Yên Na, tỉnh Nghệ An vào ngày 19/9, ước tính khoảng 30.000m3 đất đá đổ xuống vùi lấp một đoạn tỉnh lộ 543C.",event_semantic_overlap_title_sim=0.67_desc_cont=0.16,SAME_EVENT_INDEPENDENT,,,Recall probe: cross-outlet candidate probing potential syndication boundary
pair_429e4ed0f17b,06b191cc24094101,3f7db849b7502ef8,vietnamnet.vn,tuoitre.vn,https://vietnamnet.vn/tu-tin-bao-den-cuc-truong-csgt-tai-xe-va-chu-o-to-khach-bi-phat-174-trieu-dong-2557063.html,https://tuoitre.vn/nguoi-dan-bao-cuc-truong-csgt-xe-cho-gap-doi-so-nguoi-tai-xe-va-chu-xe-bi-phat-174-trieu-100260920184906775.htm,"Từ tin báo đến Cục trưởng CSGT, tài xế và chủ ô tô khách bị phạt 174 triệu đồng","Người dân báo Cục trưởng CSGT xe chở gấp đôi số người, tài xế và chủ xe bị phạt 174 triệu","Từ phản ánh gửi tới Zalo của Cục trưởng Cục CSGT, Công an tỉnh Tuyên Quang kiểm tra, phát hiện xe khách chở 43 người, vượt quá quy định hơn hai lần. Tổng mức phạt đối với tài xế và đơn vị vận tải là 174 triệu đồng.","Cảnh sát xác định xe khách biển số 23H-012.XX có nhiều vi phạm như: lái xe không đúng thời gian được phép hoạt động, không hướng dẫn hành khách nằm đúng vị trí quy định và chở 43 người trong khi xe chỉ 20 chỗ.",event_semantic_overlap_title_sim=0.66_desc_cont=0.09,SAME_EVENT_INDEPENDENT,,,Recall probe: cross-outlet candidate probing potential syndication boundary
pair_59a1452b59c5,d9fdd1905a3fa97a,1802f4a1e48abd2f,vietnamnet.vn,thanhnien.vn,https://vietnamnet.vn/rac-thai-troi-dat-phu-kin-bai-bien-sam-son-sau-mua-lu-2556381.html,https://thanhnien.vn/6000-khoi-rac-troi-dat-vao-bai-bien-sam-son-18526092009415642.htm,Rác thải trôi dạt phủ kín bãi biển Sầm Sơn sau mưa lũ,6.000 khối rác trôi dạt vào bãi biển Sầm Sơn,"Sau nhiều ngày mưa lớn, lượng lớn rác thải theo dòng sông Mã trôi dạt ra bãi biển Sầm Sơn, tỉnh Thanh Hóa.","Có tới 6.000 m3 rác, củi theo mưa lũ dạt vào bãi biển phường Sầm Sơn (tỉnh Thanh Hóa). Ngày thứ 4 rác đổ vào bãi biển, chính quyền địa phương phải huy động hàng trăm người cùng máy móc dọn dẹp.",event_semantic_overlap_title_sim=0.66_desc_cont=0.23,SAME_EVENT_INDEPENDENT,,,Recall probe: cross-outlet candidate probing potential syndication boundary
pair_bb08e68c6c5d,b70bc61a20695ec1,b52ed55d564bcce6,dantri.com.vn,thanhnien.vn,https://dantri.com.vn/suc-khoe/pho-thu-tuong-giao-nhiem-vu-phat-trien-benh-vien-dai-hoc-quoc-te-hong-bang-20260920175625076.htm,https://thanhnien.vn/benh-vien-dai-hoc-quoc-te-hong-bang-khanh-thanh-van-hanh-theo-mo-hinh-vien-truong-185260920125538406.htm,Phó Thủ tướng giao nhiệm vụ phát triển Bệnh viện Đại học Quốc tế Hồng Bàng,"Bệnh viện Đại học Quốc tế Hồng Bàng khánh thành, vận hành theo mô hình viện - trường","(Dân trí) - Phó Thủ tướng Lê Tiến Châu đề nghị Bệnh viện Đại học Quốc tế Hồng Bàng đặt chất lượng, an toàn, y đức lên hàng đầu, phát triển đào tạo, nghiên cứu và chuyển đổi số.","Ngày 20.9, Bệnh viện Đại học Quốc tế Hồng Bàng chính thức khánh thành với mô hình viện - trường hiện đại gắn kết khám chữa bệnh, đào tạo, nghiên cứu và công nghệ trong cùng một hệ sinh thái y khoa.",event_semantic_overlap_title_sim=0.66_desc_cont=0.30,SAME_EVENT_INDEPENDENT,,,Recall probe: cross-outlet candidate probing potential syndication boundary
pair_e8abfd3ab685,4facf45191f15bc6,8439ac65384cb713,tuoitre.vn,vnexpress.net,https://tuoitre.vn/nam-2027-chua-thi-diem-thi-tot-nghiep-thpt-tren-may-tinh-100260920193150321.htm,https://vnexpress.net/chua-thi-diem-thi-tot-nghiep-thpt-tren-may-tinh-nam-2027-5122463.html,Năm 2027 chưa thí điểm thi tốt nghiệp THPT trên máy tính,Chưa thí điểm thi tốt nghiệp THPT trên máy tính năm 2027,Phó thủ tướng Lê Tiến Châu chỉ đạo chưa tổ chức thí điểm thi trên máy tính đối với kỳ thi tốt nghiệp THPT năm 2027 như Bộ Giáo dục và Đào tạo đã đề xuất. Việc tổ chức thi phải đặt công bằng giữa các thí sinh là nguyên tắc cao nhất.,"Phó Thủ tướng chỉ đạo chưa thí điểm thi tốt nghiệp THPT trên máy tính vào năm 2027 như đề xuất của Bộ Giáo dục và Đào tạo, đảm bảo nguyên tắc công bằng giữa các thí sinh.",high_shingle_containment_d2g=0.68_d3g=0.42_title_sim=1.00,SYNDICATED_COPY,,fam_synd_ac22e12c0bde,Confirmed cross-publisher syndicated / re-published story
pair_17d2b0d0453e,3d50a3291203a9b6,901b56cfd51a5f2a,dantri.com.vn,vnexpress.net,https://dantri.com.vn/thoi-su/tong-bi-thu-chu-tich-nuoc-len-duong-cong-du-my-canada-20260920121017149.htm,https://vnexpress.net/tong-bi-thu-chu-tich-nuoc-to-lam-len-duong-cong-du-my-canada-5122430.html,"Tổng Bí thư, Chủ tịch nước lên đường công du Mỹ, Canada","Tổng Bí thư, Chủ tịch nước Tô Lâm lên đường công du Mỹ, Canada","Ngày 20/9, Tổng Bí thư, Chủ tịch nước Tô Lâm lên đường tham dự Phiên thảo luận cấp cao Đại hội đồng Liên Hợp Quốc khóa 81, hoạt động song phương tại Mỹ và thăm cấp Nhà nước tới Canada.","Tổng Bí thư, Chủ tịch nước Tô Lâm lên đường tham dự Phiên thảo luận cấp cao Đại hội đồng LHQ, hoạt động song phương tại Mỹ và thăm cấp nhà nước tới Canada.",high_shingle_containment_d2g=0.94_d3g=0.91_title_sim=0.94,SYNDICATED_COPY,,fam_synd_51d33fae964b,Confirmed cross-publisher syndicated / re-published story
pair_af04fb4b7ecc,4facf45191f15bc6,7829458e2a9c9cd9,tuoitre.vn,thanhnien.vn,https://tuoitre.vn/nam-2027-chua-thi-diem-thi-tot-nghiep-thpt-tren-may-tinh-100260920193150321.htm,https://thanhnien.vn/chua-thi-diem-thi-tot-nghiep-thpt-tren-may-tinh-vao-2027-185260920134257832.htm,Năm 2027 chưa thí điểm thi tốt nghiệp THPT trên máy tính,Chưa thí điểm thi tốt nghiệp THPT trên máy tính vào 2027,Phó thủ tướng Lê Tiến Châu chỉ đạo chưa tổ chức thí điểm thi trên máy tính đối với kỳ thi tốt nghiệp THPT năm 2027 như Bộ Giáo dục và Đào tạo đã đề xuất. Việc tổ chức thi phải đặt công bằng giữa các thí sinh là nguyên tắc cao nhất.,Phó thủ tướng Lê Tiến Châu yêu cầu trước mắt chưa tổ chức thí điểm thi trên máy tính đối với kỳ thi tốt nghiệp THPT năm 2027.,high_shingle_containment_d2g=0.81_d3g=0.77_title_sim=0.93,SYNDICATED_COPY,,fam_synd_ac22e12c0bde,Confirmed cross-publisher syndicated / re-published story
pair_7b610519af7a,fc876e2a54199920,ad5103b59972926c,vietnamnet.vn,vietnamnet.vn,https://vietnamnet.vn/thuong-tuong-nguyen-van-long-de-nghi-dieu-tra-mo-rong-vu-lua-dao-250-ty-2552075.html,https://vietnamnet.vn/an-mang-o-dong-nai-loi-noi-doi-cua-hung-thu-truoc-khi-mang-dao-tim-ban-gai-cu-2552167.html,Thượng tướng Nguyễn Văn Long đề nghị Công an Ninh Bình điều tra mở rộng vụ lừa đảo 250 tỷ đồng,Án mạng ở Đồng Nai: Lời nói dối của Nguyễn Đức Anh trước khi mang dao đến nhà bạn gái cũ,"Thượng tướng Nguyễn Văn Long, Thứ trưởng Bộ Công an có thư khen gửi Công an tỉnh Ninh Bình về thành tích đấu tranh, triệt phá đường dây lừa đảo chiếm đoạt tài sản trên không gian mạng.","Trước khi gây án khiến 3 mẹ con tử vong ở Đồng Nai, Nguyễn Đức Anh nói với bạn rằng đến nhà bạn gái cũ để đòi khoản nợ, nhưng thực chất là để trả thù.",low_similarity_title_sim=0.40_desc_cont=0.00,UNRELATED,,,Negative control: unrelated articles
pair_3df737949556,4c023aab0e6ea006,53811c537b7875ff,vietnamnet.vn,thanhnien.vn,https://vietnamnet.vn/du-bao-thoi-tiet-8-9-2026-khong-khi-lanh-sap-tran-ve-mien-bac-gay-mua-giong-2547664.html,https://thanhnien.vn/xem-nhanh-20h-ngay-209-mua-lon-400-mm-don-dap-12-tinh-thanh-ung-pho-cau-binh-loi-2-phan-lan-theo-gio-18526092019432777.htm,"Dự báo thời tiết 8/9/2026: Không khí lạnh sắp tràn về miền Bắc, gây mưa giông","Xem nhanh 20h ngày 20.9: Mưa lớn 400 mm dồn dập, 12 tỉnh thành ứng phó | Cầu Bình Lợi 2 phân làn theo giờ","Dự báo thời tiết ngày 8/9/2026, Bắc Bộ có nơi nắng nóng trước khi đón không khí lạnh đầu mùa gây mưa giông. Từ Trung Bộ đến cao nguyên Trung Bộ và Nam Bộ vẫn có mưa to cục bộ vào chiều tối.","'Xem nhanh 20h' ngày 20.9 có nhiều tin tức đáng chú ý về: 12 tỉnh, thành ở Nam bộ và Nam Trung bộ ứng phó đợt mưa lớn 400 mm; Cầu Bình Lợi 2 phân làn theo giờ, dòng xe được tách theo từng khung giờ;...",low_similarity_title_sim=0.40_desc_cont=0.09,UNRELATED,,,Negative control: unrelated articles
pair_59d8d91762ad,0b9c2bee4f9c2af7,10f3e2c91fdbb091,vietnamnet.vn,thanhnien.vn,https://vietnamnet.vn/dong-nguoi-tranh-nhau-cho-thu-an-o-thao-cam-vien-trong-ngay-quoc-khanh-2-9-2551313.html,https://thanhnien.vn/nhan-dinh-u23-viet-nam-dau-u23-uzbekistan-quoc-cuong-muon-doi-mon-no-cho-lua-thuong-chau-tuyet-trang-185260920192200715.htm,Dòng người &apos;tranh nhau&apos; cho thú ăn ở Thảo Cầm Viên trong ngày Quốc khánh 2/9,Nhận định U.23 Việt Nam đấu U.23 Uzbekistan: Quốc Cường muốn đòi món nợ cho lứa 'Thường Châu tuyết trắng',"Trưa 2/9, khu vui chơi Thảo Cầm Viên (phường Sài Gòn, TPHCM) đông nghẹt người dân, du khách đổ về tham quan, tránh nóng dịp nghỉ lễ Quốc khánh.",Tiền vệ Nguyễn Thái Quốc Cường khẳng định toàn đội U.23 Việt Nam rất quyết tâm đánh bại U.23 Uzbekistan để trả lại những món nợ cũ của các đàn anh lứa 'Thường Châu tuyết trắng'.,low_similarity_title_sim=0.40_desc_cont=0.00,UNRELATED,,,Negative control: unrelated articles
pair_de5ef42751f4,0be8af8e8f9b24d2,53811c537b7875ff,tuoitre.vn,thanhnien.vn,https://tuoitre.vn/bom-nuoc-ca-ngay-cuu-nhieu-xe-may-trong-ham-chung-cu-o-vinh-sau-mua-lich-su-100260920181845994.htm,https://thanhnien.vn/xem-nhanh-20h-ngay-209-mua-lon-400-mm-don-dap-12-tinh-thanh-ung-pho-cau-binh-loi-2-phan-lan-theo-gio-18526092019432777.htm,Bơm nước cả ngày 'cứu' nhiều xe máy trong hầm chung cư ở Vinh sau mưa lịch sử,"Xem nhanh 20h ngày 20.9: Mưa lớn 400 mm dồn dập, 12 tỉnh thành ứng phó | Cầu Bình Lợi 2 phân làn theo giờ","Sau trận mưa lịch sử 19-9, tầng hầm một chung cư ở phường Thành Vinh, Nghệ An ngập sâu. Ba máy bơm hoạt động liên tục gần một ngày để đưa nước ra ngoài, giải cứu gần 40 xe máy, xe máy điện của cư dân.","'Xem nhanh 20h' ngày 20.9 có nhiều tin tức đáng chú ý về: 12 tỉnh, thành ở Nam bộ và Nam Trung bộ ứng phó đợt mưa lớn 400 mm; Cầu Bình Lợi 2 phân làn theo giờ, dòng xe được tách theo từng khung giờ;...",low_similarity_title_sim=0.40_desc_cont=0.00,UNRELATED,,,Negative control: unrelated articles
pair_0886b7e944ae,903406908921bdb0,316cf135457983fd,thanhnien.vn,vietnamnet.vn,https://thanhnien.vn/bang-xep-hang-v-league-moi-nhat-clb-cahn-thang-dam-tai-chiem-ngoi-dau-tpdong-nai-roi-xuong-day-185260920183245518.htm,https://vietnamnet.vn/432-nguoi-chet-trong-8-thang-vi-tngt-o-dong-nai-cuc-csgt-lap-hai-to-cong-tac-2554534.html,"Bảng xếp hạng V-League mới nhất: CLB CAHN thắng đậm tái chiếm ngôi đầu, TP.Đồng Nai rơi xuống đáy","432 người chết trong 8 tháng vì TNGT ở Đồng Nai, Cục CSGT lập hai tổ công tác","Bảng xếp hạng V-League có biến động, sau khi CLB CAHN đánh bại đội chủ nhà TP.Đồng Nai với tỷ số đậm 3-0 ở trận đấu sớm vòng 3, diễn ra lúc 18 giờ trên sân Bình Phước.","Cục CSGT (Bộ Công an) đã lập 2 tổ công tác phối hợp với CSGT Đồng Nai để tuần tra, kiểm soát, xử lý vi phạm trên các quốc lộ 1A, 20.",low_similarity_title_sim=0.40_desc_cont=0.03,UNRELATED,,,Negative control: unrelated articles
pair_0af26ba4ed88,5c1f03cd1e02c482,a5ef38279ce8140a,tuoitre.vn,vietnamnet.vn,https://tuoitre.vn/bo-tong-tham-muu-chu-dong-ung-pho-mua-lon-ngap-lut-lu-quet-sat-lo-dat-tai-nam-trung-bo-va-nam-bo-100260920200750598.htm,https://vietnamnet.vn/mua-lon-chia-cat-cong-an-vuot-3-cau-tran-dua-nguoi-phu-nu-cap-cuu-trong-dem-2555579.html,"Bộ Tổng tham mưu: Chủ động ứng phó mưa lớn, ngập lụt, lũ quét, sạt lở đất tại Nam Trung Bộ và Nam Bộ","Mưa lớn chia cắt, công an vượt 3 cầu tràn đưa người phụ nữ cấp cứu trong đêm","Bộ Tổng tham mưu vừa ban hành công điện yêu cầu các đơn vị quân đội chủ động triển khai phương án ứng phó, sẵn sàng lực lượng, phương tiện tham gia cứu hộ, cứu nạn và giúp dân khắc phục hậu quả thiên tai.","Mưa lớn kéo dài khiến 7 bản ở xã Tam Thái (Nghệ An) bị chia cắt. Công an cùng các lực lượng vượt 3 cầu tràn ngập sâu, đưa người phụ nữ nghi đau ruột thừa đi cấp cứu trong đêm.",low_similarity_title_sim=0.40_desc_cont=0.03,UNRELATED,,,Negative control: unrelated articles
pair_35c54108eb02,2b26c768f110dc55,d2867ef69b042231,vietnamnet.vn,vietnamnet.vn,https://vietnamnet.vn/phat-xe-bam-sat-tren-cao-toc-chu-tich-hiep-hoi-van-tai-o-to-viet-nam-noi-gi-2549471.html,https://vietnamnet.vn/vet-nut-dai-200m-tu-tren-suon-doi-khien-hang-loat-ho-dan-phai-di-doi-khan-2556628.html,"Phạt xe không giữ khoảng cách trên cao tốc, Chủ tịch Hiệp hội vận tải ô tô Việt Nam nói gì?",Hình ảnh vết nứt dài 200m từ trên sườn đồi khiến hàng loạt hộ dân phải di dời khẩn,"Theo các chuyên gia, việc xử phạt phương tiện không giữ khoảng cách an toàn trên cao tốc là cần thiết, bởi đây là quy định đã được pháp luật quy định. Người lái cần thay đổi thói quen, chủ động giữ khoảng cách an toàn.","Mưa lớn kéo dài khiến đồi Lau Ván, bản Trí Nang, xã Linh Sơn (Thanh Hóa) xuất hiện vết nứt dài hơn 200m, đất đá sạt trượt xuống khu dân cư, buộc chính quyền di dời khẩn cấp 12 hộ dân.",low_similarity_title_sim=0.40_desc_cont=0.00,UNRELATED,,,Negative control: unrelated articles
pair_39a99d06f5a6,5b105d0575e94072,728a48d4b2d952bf,vietnamnet.vn,vietnamnet.vn,https://vietnamnet.vn/bat-cac-doi-tuong-trom-tai-san-tai-tru-so-hdnd-tinh-so-noi-vu-va-bao-hau-giang-2553438.html,https://vietnamnet.vn/triet-pha-duong-day-van-chuyen-trai-phep-hon-51-trieu-usd-qua-bien-gioi-2547887.html,"Bắt giữ các đối tượng trộm tài sản tại trụ sở HĐND tỉnh, Sở Nội vụ và Báo Hậu Giang cũ",Công an Hà Nội triệt phá đường dây vận chuyển trái phép hơn 51 triệu USD qua biên giới,"Công an TP Cần Thơ phát hiện, bắt giữ các đối tượng trộm cắp tài sản tại trụ sở HĐND tỉnh Hậu Giang, Sở Nội vụ và Báo Hậu Giang (cũ).","Công an Hà Nội triệt phá đường dây chuyển tiền trái phép xuyên biên giới hơn 51 triệu USD, núp bóng giao dịch chip điện tử qua hàng loạt công ty “bình phong”.",low_similarity_title_sim=0.40_desc_cont=0.03,UNRELATED,,,Negative control: unrelated articles
pair_3e78acbd79f7,8ee5a58de68bff3e,4951e60b4d2d5835,vietnamnet.vn,vietnamnet.vn,https://vietnamnet.vn/ngay-thu-ba-nghi-le-2-9-csgt-xu-ly-1-truong-hop-khong-giu-khoang-cach-2551033.html,https://vietnamnet.vn/chu-tich-cadisun-chi-dao-khong-ke-khai-thue-tien-chenh-lech-hon-1-377-ty-dong-2550305.html,"Ngày thứ ba nghỉ lễ 2/9, CSGT xử lý 18.738 tài xế vi phạm, có 1 trường hợp không giữ khoảng cách",Chủ tịch Cadisun chỉ đạo không kê khai thuế tiền chênh lệch hơn 1.377 tỷ đồng,"Trong ngày thứ ba của kỳ nghỉ lễ Quốc khánh 2/9, lực lượng CSGT toàn quốc phát hiện, xử lý 18.738 trường hợp vi phạm; tai nạn giao thông giảm cả 3 tiêu chí so với cùng kỳ.","Các bị cáo đã không kê khai nộp thuế số tiền chênh lệch hơn 1.377 tỷ đồng. Giám định viên Thuế TP Hà Nội có kết luận, tổng số tiền mà Công ty Cadisun gây thiệt hại cho ngân sách Nhà nước từ năm 2020- 2023 là hơn 405 tỷ đồng.",low_similarity_title_sim=0.40_desc_cont=0.00,UNRELATED,,,Negative control: unrelated articles
pair_4b779cb87044,c523c859fec9cfe6,d54517bf2b34d0db,vietnamnet.vn,vietnamnet.vn,https://vietnamnet.vn/vu-web-lau-xoi-lac-tv-thiet-hai-do-hanh-vi-xam-pham-ban-quyen-hang-ngan-ty-2552050.html,https://vietnamnet.vn/tu-trinh-bao-cua-nguoi-dan-cong-an-triet-pha-duong-day-lua-dao-nghin-ty-2555086.html,Vụ web lậu &apos;Xôi Lạc TV&apos;: Ước tính thiệt hại do xâm phạm bản quyền lên tới hàng nghìn tỷ đồng,"Từ 8 đơn trình báo của người dân, công an triệt phá đường dây lừa đảo 1.000 tỷ đồng",Công ty TNHH Truyền hình số vệ tinh Việt Nam (VSTV/K+) ước tính sơ bộ mức thiệt hại tối thiểu gây ra bởi hành vi xâm phạm bản quyền là hơn 2.207 tỷ đồng.,"Từ 8 đơn trình báo của người dân, Công an TP Quảng Ninh đã xác lập chuyên án, phối hợp với lực lượng thuộc Bộ Công an triệt phá đường dây lừa đảo chiếm đoạt hơn 1.000 tỷ đồng.",low_similarity_title_sim=0.40_desc_cont=0.03,UNRELATED,,,Negative control: unrelated articles
