pair_id,bucket,left_article_id,right_article_id,left_publisher,right_publisher,left_url,right_url,left_title,right_title,left_description,right_description,title_jaccard,desc_jaccard,number_jaccard,hours_apart,predicted_relation,manual_relation,duplicate_family_id,review_notes
qc_0025,RECALL_PROBE_HIGH_TITLE_LOW_DESC,89603527aa712493,298533772fbd6781,vietnamnet,vietnamnet,https://vietnamnet.vn/loi-khai-cua-2-thanh-nien-treu-gheo-co-gai-danh-ban-trai-trong-quan-an-2550623.html,https://vietnamnet.vn/khoi-to-2-thanh-nien-treu-gheo-co-gai-danh-ban-trai-trong-quan-an-2550726.html,"Lời khai của 2 thanh niên trêu ghẹo cô gái, đánh bạn trai trong quán ăn","Khởi tố 2 thanh niên trêu ghẹo cô gái, đánh bạn trai trong quán ăn ở Hà Nội","Đinh Xuân Đông và Đinh Văn Lương khai đã chửi bới, khiêu khích rồi dùng tay đánh nhiều lần vào vùng mặt, đầu một nam thanh niên sau khi xảy ra mâu thuẫn tại quán ăn ở Hà Nội.","Hai thanh niên trêu ghẹo cô gái, chửi bới, khiêu khích rồi đánh bạn trai và người can ngăn trong quán ăn, bị khởi tố.",0.6,0.107,1.0,15.1,SAME_EVENT_INDEPENDENT,,,headline_or_lede_overlap_without_copy_level_description_match
qc_0026,RECALL_PROBE_HIGH_TITLE_LOW_DESC,d0d7f7472068d73e,549a6e772f4a960d,vietnamnet,vietnamnet,https://vietnamnet.vn/hinh-anh-tai-xe-tong-tu-vong-nu-sinh-o-vinh-long-tai-toa-2550052.html,https://vietnamnet.vn/xet-xu-tai-xe-tong-tu-vong-nu-sinh-o-vinh-long-2550016.html,Hình ảnh tài xế tông tử vong nữ sinh ở Vĩnh Long tại tòa,Xét xử tài xế tông tử vong nữ sinh ở Vĩnh Long,"Bị cáo Nguyễn Văn Bảo Trung, tài xế ô tô tông nữ sinh tử vong ở Vĩnh Long, được người thân dìu đến tòa trong tình trạng đi cà nhắc.","Hôm nay, TAND khu vực 4 - Vĩnh Long mở phiên xét xử sơ thẩm bị cáo Nguyễn Văn Bảo Trung, tài xế xe tải trong vụ tai nạn khiến nữ sinh Nguyễn Ngọc Bảo Trân (SN 2010) tử vong.",0.6,0.175,,538.8,SAME_EVENT_INDEPENDENT,,,headline_or_lede_overlap_without_copy_level_description_match
qc_0027,UNRELATED_CONTROL,3ff2ed1e64f0aeb6,d31fd3fd81c06ce0,vietnamnet,thanhnien,https://vietnamnet.vn/thuc-hu-clip-nguoi-phu-nu-bo-bot-di-thi-sat-hach-lai-o-to-hut-1-1-trieu-view-2548057.html,https://thanhnien.vn/lo-linh-kien-tiem-kich-f-35-bi-chuyen-sang-hong-kong-quoc-hoi-my-dieu-tra-18526092019102123.htm,"Thực hư clip người phụ nữ bó bột đi thi sát hạch lái ô tô hút 1,1 triệu view","Lô linh kiện tiêm kích F-35 bị chuyển sang Hồng Kông, Quốc hội Mỹ điều tra","Một đoạn clip ghi cảnh người phụ nữ tay bó bột vẫn lái ô tô, kèm thông tin cho rằng đang tham gia thi sát hạch, thu hút hơn 1,1 triệu lượt xem và gây xôn xao trên mạng xã hội. Công an xác minh thông tin này là sai sự thật.",Một lô hàng chứa các linh kiện bí mật của dòng tiêm kích tàng hình F-35 được chuyển từ Úc về Mỹ đã bất ngờ bị chuyển sang Hồng Kông và biến mất.,0.0,0.0,0.0,21.8,UNRELATED,,,below_all_similarity_thresholds
qc_0028,UNRELATED_CONTROL,e9a6a58ea6f44a74,dc514d109d410021,vietnamnet,vietnamnet,https://vietnamnet.vn/tim-nam-sinh-vien-chay-xe-om-cong-nghe-roi-mat-tich-o-tphcm-2556860.html,https://vietnamnet.vn/mua-trang-troi-ha-noi-nhieu-tuyen-pho-ngap-song-ho-dang-nhanh-2555991.html,Nam sinh viên chạy xe ôm công nghệ rồi mất tích ở TPHCM,"Hà Nội mưa trắng trời, nhiều tuyến phố ngập sâu","Phan Văn Khải, 21 tuổi, sinh viên năm cuối một trường đại học ở TPHCM, mất liên lạc sau khi rời phòng trọ để chạy xe ôm công nghệ hôm 16/7. Gia đình đã trình báo công an và tổ chức tìm kiếm nhiều ngày qua.","Mưa lớn kéo dài từ đêm 16 đến rạng sáng 17/9 khiến nhiều khu vực Hà Nội ghi nhận lượng mưa 80-160mm, có nơi gần 200mm. Hàng loạt điểm ngập xuất hiện, nhiều trạm bơm được vận hành để tiêu thoát nước.",0.0,0.0,0.125,53.8,UNRELATED,,,below_all_similarity_thresholds
qc_0029,UNRELATED_CONTROL,0316b34f5277161b,47e649fe8fda5ee4,vietnamnet,vietnamnet,https://vietnamnet.vn/ha-noi-chuan-bi-cai-tao-chung-cu-cu-nguoi-dan-dong-san-do-ngong-tung-ngay-roi-di-2545084.html,https://vietnamnet.vn/mot-thang-toi-bien-dong-co-the-xuat-hien-2-3-con-bao-atnd-1-con-do-bo-dat-lien-2547719.html,"Hà Nội chuẩn bị cải tạo chung cư cũ: Người dân đóng sẵn đồ, ngóng từng ngày rời đi","Biển Đông có thể xuất hiện 2-3 cơn bão hoặc áp thấp nhiệt đới, 1 cơn đổ bộ đất liền","Hà Nội đang đẩy nhanh kế hoạch cải tạo, xây dựng lại các khu chung cư cũ xuống cấp. Trong những căn hộ chật chội, thấm dột, người dân đang ngóng chờ từng ngày.","Trong một tháng tới, hoạt động bão và áp thấp nhiệt đới trên Biển Đông được dự báo tương đương trung bình nhiều năm, với khả năng có một cơn đổ bộ đất liền Việt Nam.",0.0,0.0,,704.5,UNRELATED,,,below_all_similarity_thresholds
qc_0030,UNRELATED_CONTROL,fca4464820af609b,16d734496744100a,vietnamnet,vietnamnet,https://vietnamnet.vn/bat-khan-cap-nhom-doi-tuong-dung-cong-so-8-khong-che-nguoi-ep-viet-giay-no-2548279.html,https://vietnamnet.vn/tphcm-sau-tran-mua-lon-hiem-gap-ngap-ca-dem-nguoi-dan-deo-ung-bi-bom-don-nha-2554307.html,"Bắt khẩn cấp nhóm đối tượng dùng còng số 8 khống chế người, ép viết giấy nợ","TPHCM sau trận mưa lớn hiếm gặp: Ngập cả đêm, người dân đeo ủng bì bõm dọn nhà","Phát hiện con nợ đang dắt khách đi xem đất, Trung và Thành ở Vĩnh Long đến đánh đập, dùng còng số 8 khóa tay chở về nhà riêng ép viết giấy nợ 520 triệu đồng.","Trận mưa lớn tối 10/9 khiến nhiều khu dân cư ở TPHCM ngập sâu. Sau một đêm, nước rút chậm, nhiều đồ đạc hư hỏng, người dân tất bật dọn dẹp, khắc phục hậu quả.",0.0,0.0,0.0,469.8,UNRELATED,,,below_all_similarity_thresholds
qc_0031,UNRELATED_CONTROL,a3a1849f5e2c5be2,1f69a46183d2eee2,vietnamnet,vietnamnet,https://vietnamnet.vn/bat-khan-cap-thanh-nien-19-tuoi-trom-vang-tri-gia-hon-1-ty-dong-cua-nguoi-phu-nu-2552521.html,https://vietnamnet.vn/danh-tinh-nguoi-dan-ong-len-vao-khu-bao-ton-dat-bay-san-thu-rung-2550788.html,Bắt khẩn cấp thanh niên 19 tuổi trộm vàng trị giá hơn 1 tỷ đồng,Danh tính người đàn ông lén vào khu bảo tồn đặt bẫy săn thú rừng,"Sau khi trộm số vàng trị giá hơn 1 tỷ đồng tại nhà một phụ nữ ở Vĩnh Long, thanh niên 19 tuổi rời khỏi địa phương, di chuyển qua nhiều nơi để lẩn trốn nhưng bị công an bắt tại một khách sạn ở Mũi Né.","Lợi dụng thời gian cưa cây thuê, người đàn ông 34 tuổi vào khu vực thuộc Khu bảo tồn thiên nhiên - văn hóa Đồng Nai đặt bẫy săn thú rừng, bắt được tê tê rồi nhờ người tìm mối bán.",0.0,0.0,0.0,501.2,UNRELATED,,,below_all_similarity_thresholds
qc_0032,UNRELATED_CONTROL,35189d76b209259a,229e6a3ddb48f8cc,vietnamnet,vietnamnet,https://vietnamnet.vn/nghe-an-xac-minh-thong-tin-cu-ong-thuong-xuyen-danh-dap-vo-gan-80-tuoi-2557089.html,https://vietnamnet.vn/giam-doc-cong-an-chi-dao-dieu-tra-vu-phat-hien-xuong-nguoi-trong-o-to-duoi-kenh-2556487.html,Xác minh thông tin cụ ông thường xuyên đánh đập vợ gần 80 tuổi,Giám đốc Công an chỉ đạo điều tra vụ phát hiện xương người trong ô tô dưới kênh,"Mạng xã hội lan truyền hình ảnh, thông tin cụ ông ở Nghệ An nhiều lần đánh đập vợ gần 80 tuổi. Chính quyền địa phương đã đề nghị cơ quan chức năng vào cuộc xác minh.","Ngày 18/9, Công an tỉnh Vĩnh Long cho biết, Giám đốc Công an tỉnh đã chỉ đạo các đơn vị nghiệp vụ khẩn trương xác minh, điều tra, làm rõ vụ phát hiện xương người trong ô tô dưới lòng kênh.",0.0,0.014,0.0,53.8,UNRELATED,,,below_all_similarity_thresholds
qc_0033,UNRELATED_CONTROL,89b066386c11a8ee,21f5dddaad76d09a,vietnamnet,dantri,https://vietnamnet.vn/hai-vu-tai-nan-lien-hoan-tren-cao-toc-11-oto-hu-hong-2550655.html,https://dantri.com.vn/giao-duc/bo-gddt-yeu-cau-cham-dut-tinh-trang-nang-diem-lam-dep-hoc-ba-20260920092759061.htm,"Hai vụ tai nạn liên hoàn trên cao tốc, 11 ôtô hư hỏng","Bộ GD&ĐT yêu cầu chấm dứt tình trạng nâng điểm, làm đẹp học bạ","Trong hai ngày 28-29/8, hai vụ tai nạn liên hoàn xảy ra trên cao tốc Nội Bài - Lào Cai và Phan Thiết - Dầu Giây, liên quan 12 ôtô, làm 11 xe hư hỏng, không gây thương vong.","(Dân trí) - Bộ Giáo dục và Đào tạo (GD&ĐT) yêu cầu các cơ sở giáo dục chấm dứt tình trạng nâng điểm, làm đẹp học bạ, chạy theo thành tích.",0.0,0.0,,0.4,UNRELATED,,,below_all_similarity_thresholds
qc_0034,UNRELATED_CONTROL,0b37f455b7d25eba,da6e6ed8eb335c45,vietnamnet,vietnamnet,https://vietnamnet.vn/nhac-nhom-hat-karaoke-gay-on-nguoi-dan-ong-bi-danh-nhap-vien-2551964.html,https://vietnamnet.vn/hai-cu-nhan-cong-nghe-thong-tin-tao-ma-doc-phat-tan-tren-mang-xa-hoi-2555905.html,"Nhắc nhóm hát karaoke gây ồn, người đàn ông bị đánh nhập viện","Hai cử nhân công nghệ thông tin tạo mã độc, phát tán trên mạng xã hội","Sau khi đến nhắc nhở một nhóm hơn 10 người đang ngồi nhậu và hát karaoke gây ồn ào, người đàn ông ở Đắk Lắk đã bị đánh hội đồng gây thương tích.","Hai cử nhân công nghệ thông tin rủ nhau tạo mã độc, đính kèm vào các tập tin rồi phát tán trên mạng xã hội. Khi nạn nhân tải về và mở tập tin, mã độc tự động xâm nhập máy tính, chiếm đoạt thông tin tài khoản Facebook.",0.0,0.0,,290.2,UNRELATED,,,below_all_similarity_thresholds
qc_0035,UNRELATED_CONTROL,80235a2397c8f710,2173f8c68c3ccc90,vietnamnet,vietnamnet,https://vietnamnet.vn/vu-phat-hien-doi-dep-trang-va-xe-may-tren-cau-tim-thay-thi-the-nu-sinh-17-tuoi-2551617.html,https://vietnamnet.vn/hai-nghi-pham-sinh-nam-2009-va-2010-chem-cuop-xe-cua-tai-xe-cong-nghe-2547998.html,Vụ phát hiện đôi dép trắng và xe máy trên cầu: Tìm thấy thi thể nữ sinh 17 tuổi,"Hai nghi phạm sinh năm 2009 và 2010 chém, cướp xe của tài xế công nghệ","Sau nhiều ngày tìm kiếm, lực lượng chức năng phát hiện thi thể nữ sinh 17 tuổi, trên sông Đạ Dâng ở tỉnh Lâm Đồng, cách nơi xảy ra sự việc ban đầu gần 1km.","Sau khi gọi tài xế xe ôm công nghệ chở đến nhà bạn, G. cùng K. bất ngờ dùng dao tự chế tấn công, khiến nạn nhân bị thương rồi cướp xe máy bỏ trốn.",0.0,0.0,0.0,693.5,UNRELATED,,,below_all_similarity_thresholds
qc_0036,UNRELATED_CONTROL,db04c83567ffc4c3,906354ace4bf5273,vietnamnet,vietnamnet,https://vietnamnet.vn/biker-ut-lui-gap-tai-nan-tu-vong-khi-chay-mo-to-phan-khoi-lon-o-nha-trang-2550951.html,https://vietnamnet.vn/moi-xa-phuong-o-tphcm-du-kien-co-3-tai-khoan-truyen-thong-do-kol-van-hanh-2552851.html,"Biker &apos;Út Lụi&apos; gặp tai nạn, tử vong khi chạy mô tô phân khối lớn ở Nha Trang","Mỗi xã, phường ở TPHCM dự kiến có 3 tài khoản truyền thông do KOL vận hành","Ông Nguyễn Văn Út, thường được gọi là “Út Lụi”, chạy mô tô phân khối lớn qua địa phận phường Bắc Nha Trang (tỉnh Khánh Hòa) không may gặp tai nạn rồi tử vong.","TPHCM dự kiến xây dựng 3 tài khoản truyền thông tại mỗi xã, phường, đặc khu, tập trung vào kết nối chính quyền với người dân, văn hóa - xã hội và kinh tế; các tài khoản sẽ do nhà sáng tạo nội dung địa phương vận hành.",0.0,0.0,,177.1,UNRELATED,,,below_all_similarity_thresholds
qc_0037,UNRELATED_CONTROL,19de60072100da28,a237e9842f465aca,vietnamnet,vietnamnet,https://vietnamnet.vn/nu-cuu-can-bo-o-ha-noi-bi-cao-buoc-tham-o-4-trieu-toa-huy-an-de-dieu-tra-lai-2548580.html,https://vietnamnet.vn/chay-nha-xuong-o-ha-noi-khoi-den-cuon-cuon-2549760.html,"Nữ cựu cán bộ ở Hà Nội bị cáo buộc tham ô 4 triệu đồng, tòa hủy án để điều tra lại","Cháy nhà xưởng ở Hà Nội, khói đen cuồn cuộn","Hôm nay (24/8), sau nhiều ngày xét xử, TAND TP Hà Nội quyết định hủy bản án hình sự sơ thẩm để điều tra lại theo thủ tục chung vụ án cựu công chức văn hóa xã Cự Khê, huyện Thanh Oai (cũ) bị cáo buộc tham ô tài sản số tiền 4 triệu đồng.","Khoảng 8h07 ngày 28/8, một vụ cháy nhà xưởng đã xảy ra ở khu vực đường Biên Giang (phường Chương Mỹ, Hà Nội).",0.071,0.013,0.2,631.3,UNRELATED,,,below_all_similarity_thresholds
qc_0038,UNRELATED_CONTROL,5ba07f9e07fd70b4,7981c226ca7a027a,vietnamnet,vietnamnet,https://vietnamnet.vn/be-gai-11-thang-tuoi-bi-nguoi-la-be-di-mat-tich-2553478.html,https://vietnamnet.vn/tai-xe-co-nong-do-con-duong-tinh-ma-tuy-lai-xe-nguoc-chieu-tong-chet-chau-be-2553943.html,Bé gái 11 tháng tuổi bị người lạ bế đi mất tích,"Tài xế có nồng độ cồn, dương tính ma túy, lái xe ngược chiều tông chết cháu bé",Bé gái 11 tháng tuổi đang bò dưới đất tại sạp quần áo cũ thì bị người lạ bế lên xe máy rời đi. Công an đang khẩn trương tìm kiếm cháu bé.,"Đặng Văn Vĩnh Hoàng bị khởi tố, bắt tạm giam sau khi điều khiển xe máy ngược chiều, có nồng độ cồn và dương tính với ma túy, gây tai nạn khiến bé trai 11 tuổi tử vong.",0.0,0.015,1.0,26.2,UNRELATED,,,below_all_similarity_thresholds
